id_jogo_cbf,data_jogo,time_mandante,time_visitante,estadio,competicao,publico_pagante,publico_nao_pagante,publico_total,receita_bruta_total,despesa_total,resultado_liquido,caminho_pdf_local,data_processamento,status,log_erro
14225b_2025,2025-04-12,Red Bull Bragantino,Botafogo-RJ,Nabi Abi Chedid,Campeonato Brasileiro Série A,5154,0,5154,197980.0,180852.44,17127.56,pdfs\14225b_2025.pdf,2025-05-03,Sucesso,
14226b_2025,2025-04-13,Atlético Mineiro,Vitória,Mineirão,Campeonato Brasileiro Série A,23234,82,23316,603066.13,634360.98,-31294.85,pdfs\14226b_2025.pdf,2025-05-03,Sucesso,
14227b_2025,2025-04-13,Grêmio,Flamengo,Arena do Grêmio,Campeonato Brasileiro Série A,23063,1868,24931,1434289.0,440060.1,994228.9,pdfs\14227b_2025.pdf,2025-05-03,Sucesso,
14228b_2025,2025-04-13,Bahia,Mirassol,Arena Fonte Nova,Campeonato Brasileiro Série A,39575,0,39575,1323694.0,1074788.89,248905.11,pdfs\14228b_2025.pdf,2025-05-03,Sucesso,
14229b_2025,2025-04-13,Fortaleza,Internacional,Arena Castelão,Campeonato Brasileiro Série A,16221,366,16587,169233.0,320502.25,-151269.25,pdfs\14229b_2025.pdf,2025-05-03,Sucesso,
14230b_2025,2025-04-12,Juventude,Ceará,Alfredo Jaconi,Campeonato Brasileiro Série A,6821,0,6821,351700.0,112334.84,239365.16,pdfs\14230b_2025.pdf,2025-05-03,Sucesso,
14231b_2025,2025-04-16,Flamengo,Juventude,Maracanã,Campeonato Brasileiro Série A,31445,824,32269,2296245.0,1371626.0,892257.33,pdfs\14231b_2025.pdf,2025-05-03,Sucesso,
14232b_2025,2025-04-16,Botafogo-RJ,São Paulo,Nilton Santos,Campeonato Brasileiro Série A,12014,1417,13431,696360.0,903236.48,-206876.48,pdfs\14232b_2025.pdf,2025-05-03,Sucesso,
14233b_2025,2025-04-16,Corinthians,Fluminense,Neo Química Arena,Campeonato Brasileiro Série A,41138,0,41138,2838164.2,1090628.76,1747535.44,pdfs\14233b_2025.pdf,2025-05-03,Sucesso,
14234b_2025,2025-04-16,Santos,Atlético Mineiro,Urbano Caldeira,Campeonato Brasileiro Série A,10360,0,10360,712568.75,376020.05,336548.7,pdfs\14234b_2025.pdf,2025-05-03,Sucesso,
14235b_2025,2025-04-16,Mirassol,Grêmio,José Maria de Campos Maia,Campeonato Brasileiro Série A,4147,0,4147,124740.0,137626.1,-12886.1,pdfs\14235b_2025.pdf,2025-05-03,Sucesso,
14236b_2025,2025-04-17,Cruzeiro,Bahia,Mineirão,Campeonato Brasileiro Série A,26557,47,26604,1075658.0,598343.15,477314.85,pdfs\14236b_2025.pdf,2025-05-03,Sucesso,
14237b_2025,2025-04-16,Internacional,Palmeiras,Beira-Rio,Campeonato Brasileiro Série A,31578,0,31578,1602735.5,382144.59,1220590.91,pdfs\14237b_2025.pdf,2025-05-03,Sucesso,
14238b_2025,2025-04-16,Vitória,Fortaleza,Manoel Barradas,Campeonato Brasileiro Série A,15052,0,15052,328212.0,332866.04,-4654.04,pdfs\14238b_2025.pdf,2025-05-03,Sucesso,
14239b_2025,2025-04-15,Ceará,Vasco da Gama,Arena Castelão,Campeonato Brasileiro Série A,22693,44,22737,479424.0,361327.9,118096.1,pdfs\14239b_2025.pdf,2025-05-03,Sucesso,
14240b_2025,2025-04-16,Sport Recife,Red Bull Bragantino,Ilha do Retiro,Campeonato Brasileiro Série A,12621,926,13547,457205.0,381831.21,75373.79,pdfs\14240b_2025.pdf,2025-05-03,Sucesso,
14241b_2025,2025-04-20,Fluminense,Vitória,Maracanã,Campeonato Brasileiro Série A,29065,1251,30316,1280457.0,1113918.55,160709.61,pdfs\14241b_2025.pdf,2025-05-03,Sucesso,
14242b_2025,2025-04-19,Vasco da Gama,Flamengo,Maracanã,Campeonato Brasileiro Série A,39027,1223,40007,3306747.0,1740028.63,1504049.64,pdfs\14242b_2025.pdf,2025-05-03,Sucesso,
14243b_2025,2025-04-19,Corinthians,Sport Recife,Neo Química Arena,Campeonato Brasileiro Série A,43996,0,43996,3041600.7,1129313.47,1912287.23,pdfs\14243b_2025.pdf,2025-05-03,Sucesso,
14244b_2025,2025-04-20,São Paulo,Santos,Morumbi,Campeonato Brasileiro Série A,52436,0,52436,3157886.0,919446.41,2238439.59,pdfs\14244b_2025.pdf,2025-05-03,Sucesso,
14245b_2025,2025-04-20,Red Bull Bragantino,Cruzeiro,Nabi Abi Chedid,Campeonato Brasileiro Série A,6840,0,6840,272765.0,170016.89,102748.11,pdfs\14245b_2025.pdf,2025-05-03,Sucesso,
14246b_2025,2025-04-20,Atlético Mineiro,Botafogo-RJ,Mineirão,Campeonato Brasileiro Série A,24528,107,24635,889771.68,660934.59,228837.09,pdfs\14246b_2025.pdf,2025-05-03,Sucesso,
14247b_2025,2025-04-19,Grêmio,Internacional,Arena do Grêmio,Campeonato Brasileiro Série A,26899,1871,28770,1862340.0,516922.99,1345417.01,pdfs\14247b_2025.pdf,2025-05-03,Sucesso,
14248b_2025,2025-04-21,Bahia,Ceará,Arena Fonte Nova,Campeonato Brasileiro Série A,27834,0,27834,787101.0,786851.15,249.85,pdfs\14248b_2025.pdf,2025-05-03,Sucesso,
14249b_2025,2025-04-20,Fortaleza,Palmeiras,Arena Castelão,Campeonato Brasileiro Série A,23877,438,24315,683733.0,394278.7,289454.3,pdfs\14249b_2025.pdf,2025-05-03,Sucesso,
14250b_2025,2025-04-20,Juventude,Mirassol,Alfredo Jaconi,Campeonato Brasileiro Série A,5219,0,5219,175570.0,95080.48,80489.52,pdfs\14250b_2025.pdf,2025-05-03,Sucesso,
14252b_2025,2025-04-26,Botafogo-RJ,Fluminense,Nilton Santos,Campeonato Brasileiro Série A,12943,1304,14247,656240.0,896605.5,-240365.5,pdfs\14252b_2025.pdf,2025-05-03,Sucesso,
14256b_2025,2025-04-27,Cruzeiro,Vasco da Gama,Parque do Sabiá,Campeonato Brasileiro Série A,15398,4004,19402,1315918.0,206295.03,1109622.97,pdfs\14256b_2025.pdf,2025-05-03,Sucesso,
14257b_2025,2025-04-26,Internacional,Juventude,Beira-Rio,Campeonato Brasileiro Série A,37336,0,37336,1735379.0,394960.58,1340418.42,pdfs\14257b_2025.pdf,2025-05-03,Sucesso,
14258b_2025,2025-04-27,Vitória,Grêmio,Manoel Barradas,Campeonato Brasileiro Série A,18374,0,18374,437765.0,384840.61,52924.39,pdfs\14258b_2025.pdf,2025-05-03,Sucesso,
14259b_2025,2025-04-26,Ceará,São Paulo,Arena Castelão,Campeonato Brasileiro Série A,46929,124,47053,973517.0,534815.48,438701.52,pdfs\14259b_2025.pdf,2025-05-03,Sucesso,
14260b_2025,2025-04-26,Sport Recife,Fortaleza,Ilha do Retiro,Campeonato Brasileiro Série A,13515,927,14442,455975.0,420908.39,35066.61,pdfs\14260b_2025.pdf,2025-05-03,Sucesso,
24210b_2025,2025-04-06,Volta Redonda,Cuiabá,Raulino de Oliveira,Campeonato Brasileiro Série B,1442,300,1742,24975.0,53431.81,-28456.81,pdfs\24210b_2025.pdf,2025-05-03,Sucesso,
24211b_2025,2025-04-10,Athletico Paranaense,Criciúma,Ligga Arena,Campeonato Brasileiro Série B,14612,0,14612,267355.0,87378.53,179976.47,pdfs\24211b_2025.pdf,2025-05-03,Sucesso,
24212b_2025,2025-04-12,Vila Nova,Paysandu,Serra Dourada,Campeonato Brasileiro Série B,10120,0,10120,102085.0,32486.11,69598.89,pdfs\24212b_2025.pdf,2025-05-03,Sucesso,
24213b_2025,2025-04-10,Cuiabá,Avaí,Arena Pantanal,Campeonato Brasileiro Série B,1923,0,1923,25730.0,100243.79,-74513.79,pdfs\24213b_2025.pdf,2025-05-03,Sucesso,
24214b_2025,2025-04-13,Remo,América-MG,Mangueirão,Campeonato Brasileiro Série B,23765,3574,27339,593785.0,254418.54,339366.46,pdfs\24214b_2025.pdf,2025-05-03,Sucesso,
24215b_2025,2025-04-12,Chapecoense,Coritiba,Arena Condá,Campeonato Brasileiro Série B,6866,250,6866,190740.0,26801.11,163938.89,pdfs\24215b_2025.pdf,2025-05-03,Sucesso,
24216b_2025,2025-04-12,Operário-PR,Goiás,Germano Kruger,Campeonato Brasileiro Série B,3962,0,3962,74620.0,67781.29,-25746.57,pdfs\24216b_2025.pdf,2025-05-03,Sucesso,
24217b_2025,2025-04-12,Amazonas,Ferroviária,Arena da Amazônia,Campeonato Brasileiro Série B,2512,0,2512,27860.0,71206.66,-43346.66,pdfs\24217b_2025.pdf,2025-05-03,Sucesso,
24218b_2025,2025-04-13,Athletic,CRB,Independência,Campeonato Brasileiro Série B,549,0,549,5240.0,137063.25,-131823.25,pdfs\24218b_2025.pdf,2025-05-03,Sucesso,
24219b_2025,2025-04-12,Grêmio Novorizontino,Volta Redonda,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1609,0,1609,20530.0,57956.93,-37426.93,pdfs\24219b_2025.pdf,2025-05-03,Sucesso,
2421b_2025,2025-05-04,Coritiba,Vila Nova,Couto Pereira,Campeonato Brasileiro Série B,25651,0,25651,483946.0,244375.4,239570.6,pdfs\2421b_2025.pdf,2025-05-03,Sucesso,
24220b_2025,2025-04-13,Botafogo-RJ,Atlético Goianiense,Santa Cruz,Campeonato Brasileiro Série B,2220,0,2220,49975.0,83125.22,-33150.22,pdfs\24220b_2025.pdf,2025-05-03,Sucesso,
24221b_2025,2025-04-16,Coritiba,Grêmio Novorizontino,Couto Pereira,Campeonato Brasileiro Série B,22731,0,22731,447035.0,237991.71,209043.29,pdfs\24221b_2025.pdf,2025-05-03,Sucesso,
24222b_2025,2025-04-17,Goiás,Vila Nova,Hailé Pinheiro,Campeonato Brasileiro Série B,11383,69,11383,187125.0,48209.22,138915.78,pdfs\24222b_2025.pdf,2025-05-03,Sucesso,
24223b_2025,2025-04-15,Cuiabá,Athletico Paranaense,Arena Pantanal,Campeonato Brasileiro Série B,2202,0,2202,30520.0,90374.34,-59854.34,pdfs\24223b_2025.pdf,2025-05-03,Sucesso,
24224b_2025,2025-04-16,Paysandu,Chapecoense,Mangueirão,Campeonato Brasileiro Série B,11792,0,11792,203460.0,119578.74,83881.26,pdfs\24224b_2025.pdf,2025-05-03,Sucesso,
24225b_2025,2025-04-16,Avaí,Operário-PR,Ressacada,Campeonato Brasileiro Série B,5766,377,6143,123762.0,87443.23,36318.77,pdfs\24225b_2025.pdf,2025-05-03,Sucesso,
24226b_2025,2025-04-17,Criciúma,Athletic,Heriberto Hülse,Campeonato Brasileiro Série B,8043,0,8043,147140.0,220027.88,-72887.88,pdfs\24226b_2025.pdf,2025-05-03,Sucesso,
24227b_2025,2025-04-17,CRB,Volta Redonda,Rei Pelé,Campeonato Brasileiro Série B,7585,1793,9378,96451.0,94668.57,1782.43,pdfs\24227b_2025.pdf,2025-05-03,Sucesso,
24228b_2025,2025-04-17,América-MG,Amazonas,Independência,Campeonato Brasileiro Série B,1269,0,1269,24182.0,101722.47,-77540.47,pdfs\24228b_2025.pdf,2025-05-03,Sucesso,
24229b_2025,2025-04-17,Ferroviária,Atlético Goianiense,Fonte Luminosa,Campeonato Brasileiro Série B,1485,0,1485,21870.0,68413.88,-46543.88,pdfs\24229b_2025.pdf,2025-05-03,Sucesso,
2422b_2025,2025-04-04,Goiás,Amazonas,Hailé Pinheiro,Campeonato Brasileiro Série B,4778,0,4778,66455.0,31289.59,35165.41,pdfs\2422b_2025.pdf,2025-05-03,Sucesso,
24230b_2025,2025-04-17,Botafogo-RJ,Remo,Santa Cruz,Campeonato Brasileiro Série B,1766,0,1766,44170.0,80680.97,-36510.97,pdfs\24230b_2025.pdf,2025-05-03,Sucesso,
24231b_2025,2025-04-20,Athletico Paranaense,CRB,Ligga Arena,Campeonato Brasileiro Série B,16595,0,16595,436815.0,144550.7,292264.23,pdfs\24231b_2025.pdf,2025-05-03,Sucesso,
24232b_2025,2025-04-20,Vila Nova,Botafogo-SP,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,4094,412,4506,87570.0,14259.47,73310.53,pdfs\24232b_2025.pdf,2025-05-03,Sucesso,
24233b_2025,2025-04-22,Atlético Goianiense,Cuiabá,Antônio Accioly,Campeonato Brasileiro Série B,2764,0,2764,31340.0,8538.65,22801.35,pdfs\24233b_2025.pdf,2025-05-03,Sucesso,
24234b_2025,2025-04-21,Remo,Coritiba,Mangueirão,Campeonato Brasileiro Série B,17223,3676,20899,470380.0,273713.89,196666.11,pdfs\24234b_2025.pdf,2025-05-03,Sucesso,
24235b_2025,2025-04-20,Chapecoense,Athletic,Arena Condá,Campeonato Brasileiro Série B,5431,210,5641,149050.0,86929.29,62120.71,pdfs\24235b_2025.pdf,2025-05-03,Sucesso,
24236b_2025,2025-04-19,Operário-PR,Paysandu,Germano Kruger,Campeonato Brasileiro Série B,3962,0,3962,74620.0,67781.29,-25746.57,pdfs\24236b_2025.pdf,2025-05-03,Sucesso,
24237b_2025,2025-04-21,Amazonas,Avaí,Arena da Amazônia,Campeonato Brasileiro Série B,2695,1356,4051,32420.0,68668.92,-36248.92,pdfs\24237b_2025.pdf,2025-05-03,Sucesso,
24238b_2025,2025-04-20,América-MG,Goiás,Independência,Campeonato Brasileiro Série B,4196,1704,5900,34339.0,103257.5,-68918.5,pdfs\24238b_2025.pdf,2025-05-03,Sucesso,
24239b_2025,2025-04-21,Grêmio Novorizontino,Criciúma,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2047,0,2047,26755.0,48357.97,-21602.97,pdfs\24239b_2025.pdf,2025-05-03,Sucesso,
2423b_2025,2025-07-04,Atlético Goianiense,Athletic,Antônio Accioly,Campeonato Brasileiro Série B,3697,402,4099,42600.0,9131.5,33468.5,pdfs\2423b_2025.pdf,2025-05-03,Sucesso,
24240b_2025,2025-04-22,Volta Redonda,Ferroviária,Raulino de Oliveira,Campeonato Brasileiro Série B,1093,288,1381,17110.0,51405.04,-34295.04,pdfs\24240b_2025.pdf,2025-05-03,Sucesso,
24241b_2025,2025-04-26,Coritiba,Operário-PR,Couto Pereira,Campeonato Brasileiro Série B,20921,0,20921,427781.0,226429.27,201351.73,pdfs\24241b_2025.pdf,2025-05-03,Sucesso,
24242b_2025,2025-04-25,Vila Nova,Chapecoense,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,6203,258,6461,111640.0,16745.94,94894.06,pdfs\24242b_2025.pdf,2025-05-03,Sucesso,
24243b_2025,2025-04-27,Cuiabá,Ferroviária,Arena Pantanal,Campeonato Brasileiro Série B,1894,174,2068,23778.0,91432.09,-67654.09,pdfs\24243b_2025.pdf,2025-05-03,Sucesso,
24244b_2025,2025-04-27,Paysandu,CRB,Mangueirão,Campeonato Brasileiro Série B,26870,4835,31705,503165.0,242835.78,260329.22,pdfs\24244b_2025.pdf,2025-05-03,Sucesso,
24245b_2025,2025-04-26,Avaí,América-MG,Ressacada,Campeonato Brasileiro Série B,7141,178,7319,183502.0,196954.47,-13452.47,pdfs\24245b_2025.pdf,2025-05-03,Sucesso,
24246b_2025,2025-04-25,Criciúma,Remo,Heriberto Hülse,Campeonato Brasileiro Série B,8332,0,8332,168730.0,220200.34,-51470.34,pdfs\24246b_2025.pdf,2025-05-03,Sucesso,
24247b_2025,2025-04-27,Amazonas,Atlético Goianiense,Carlos Zamith,Campeonato Brasileiro Série B,1002,0,1002,9010.0,58691.76,-49681.76,pdfs\24247b_2025.pdf,2025-05-03,Sucesso,
24248b_2025,2025-04-27,Athletic,Volta Redonda,Independência,Campeonato Brasileiro Série B,328,69,397,2670.0,137304.93,-134634.93,pdfs\24248b_2025.pdf,2025-05-03,Sucesso,
24249b_2025,2025-04-24,Grêmio Novorizontino,Athletico Paranaense,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,817,0,817,11525.0,53181.45,-41656.45,pdfs\24249b_2025.pdf,2025-05-03,Sucesso,
2424b_2025,2025-04-04,Paysandu,Athletico Paranaense,Mangueirão,Campeonato Brasileiro Série B,16081,0,16081,374290.0,184129.79,190160.21,pdfs\2424b_2025.pdf,2025-05-03,Sucesso,
24250b_2025,2025-04-28,Botafogo-RJ,Goiás,Santa Cruz,Campeonato Brasileiro Série B,1840,0,1840,41050.0,87343.57,-46293.57,pdfs\24250b_2025.pdf,2025-05-03,Sucesso,
2425b_2025,2025-04-06,Avaí,Grêmio Novorizontino,Ressacada,Campeonato Brasileiro Série B,6129,0,6129,142358.0,184393.07,-42035.07,pdfs\2425b_2025.pdf,2025-05-03,Sucesso,
2426b_2025,2025-04-04,Criciúma,Operário-PR,Heriberto Hülse,Campeonato Brasileiro Série B,7155,0,7155,132300.0,205293.18,-72993.18,pdfs\2426b_2025.pdf,2025-05-03,Sucesso,
2427b_2025,2025-04-05,CRB,Chapecoense,Rei Pelé,Campeonato Brasileiro Série B,4904,1643,6547,41131.0,85427.01,-44296.01,pdfs\2427b_2025.pdf,2025-05-03,Sucesso,
2428b_2025,2025-05-04,América-MG,Botafogo-SP,Independência,Campeonato Brasileiro Série B,2744,0,2744,45334.0,99065.53,-53731.53,pdfs\2428b_2025.pdf,2025-05-03,Sucesso,
2429b_2025,2025-04-06,Ferroviária,Remo,Fonte Luminosa,Campeonato Brasileiro Série B,1526,0,1526,26430.0,63730.87,-37300.87,pdfs\2429b_2025.pdf,2025-05-03,Sucesso,
42410b_2025,2025-02-26,Guarany de Bagé,Altos,Estrela D'Alva,Copa do Brasil,2378,1140,3518,29595.0,35062.6,-5467.6,pdfs\42410b_2025.pdf,2025-05-03,Sucesso,
42411b_2025,2025-02-27,Ceilândia,Coritiba,Maria Abadia,Copa do Brasil,2669,0,2669,29815.0,38995.87,-9180.87,pdfs\42411b_2025.pdf,2025-05-03,Sucesso,
42412b_2025,2025-02-26,Maracanã-CE,Ferroviário,Domingão,Copa do Brasil,312,849,1161,4081.0,56867.45,-52786.45,pdfs\42412b_2025.pdf,2025-05-03,Sucesso,
42413b_2025,2025-02-19,Porto Velho,Cuiabá,Aluízio Ferreira,Copa do Brasil,2231,0,2231,104500.0,60985.9,43514.1,pdfs\42413b_2025.pdf,2025-05-03,Sucesso,
42414b_2025,2025-02-19,Capital-DF,Portuguesa-RJ,JK,Copa do Brasil,4998,2,5000,64990.0,70768.98,-5778.98,pdfs\42414b_2025.pdf,2025-05-03,Sucesso,
42415b_2025,2025-02-19,Sergipe,Ceará,Batistão,Copa do Brasil,0,0,0,0.0,36730.58,-36730.58,pdfs\42415b_2025.pdf,2025-05-03,Sucesso,
42416b_2025,2025-02-26,Parnahyba,Confiança,Albertão,Copa do Brasil,413,0,413,7960.0,37413.64,-29453.64,pdfs\42416b_2025.pdf,2025-05-03,Sucesso,
42417b_2025,2025-02-25,Maringá,Juventude,Willie Davids,Copa do Brasil,7868,0,7868,190620.0,221790.14,-31170.14,pdfs\42417b_2025.pdf,2025-05-03,Sucesso,
42418b_2025,2025-02-26,União Araguainense,América de Natal,Mirandão,Copa do Brasil,2599,0,2599,104280.0,86977.56,17302.44,pdfs\42418b_2025.pdf,2025-05-03,Sucesso,
42419b_2025,2025-02-26,Concórdia,Ponte Preta,Domingos Machado de Lima,Copa do Brasil,1111,191,1302,72540.0,41726.59,30813.41,pdfs\42419b_2025.pdf,2025-05-03,Sucesso,
4241b_2025,2025-02-19,ASA,Atlético Goianiense,Coaracy Fonseca,Copa do Brasil,5141,0,5141,90950.0,124745.93,-33795.93,pdfs\4241b_2025.pdf,2025-05-03,Sucesso,
42420b_2025,2025-02-27,Portuguesa Santista,Botafogo-PB,Pacaembu,Copa do Brasil,2036,0,2036,89040.0,141883.02,-52843.02,pdfs\42420b_2025.pdf,2025-05-03,Sucesso,
42421b_2025,2025-02-19,São Raimundo-RR,Grêmio,Canarinho,Copa do Brasil,5000,0,5000,418500.0,135334.84,283165.16,pdfs\42421b_2025.pdf,2025-05-03,Sucesso,
42422b_2025,2025-02-25,Barcelona de Ilhéus,Athletic,Waldomiro Borges,Copa do Brasil,97,0,603,1940.0,42695.81,-40755.81,pdfs\42422b_2025.pdf,2025-05-03,Sucesso,
42423b_2025,2025-02-25,Maranhão,Vitória,Castelão,Copa do Brasil,673,257,930,19400.0,57416.91,-38016.91,pdfs\42423b_2025.pdf,2025-05-03,Sucesso,
42424b_2025,2025-02-19,Santa Cruz de Natal,Náutico,Frasqueirão,Copa do Brasil,336,0,336,11660.0,66817.51,-55157.51,pdfs\42424b_2025.pdf,2025-05-03,Sucesso,
42425b_2025,2025-02-27,Sousa,Red Bull Bragantino,Marizão,Copa do Brasil,3086,250,3336,62420.0,71350.49,-8930.49,pdfs\42425b_2025.pdf,2025-05-03,Sucesso,
42426b_2025,2025-02-26,Oratório,São José-RS,Zerão,Copa do Brasil,0,0,0,0.0,64082.72,-64082.72,pdfs\42426b_2025.pdf,2025-05-03,Sucesso,
42427b_2025,2025-02-25,Operário-PR,Criciúma,Jacques da Luz,Copa do Brasil,2747,545,3292,98820.0,65828.96,32991.04,pdfs\42427b_2025.pdf,2025-05-03,Sucesso,
42428b_2025,2025-02-26,Sampaio,Remo,Canarinho,Copa do Brasil,2109,3414,5523,82127.84,61164.85,20962.99,pdfs\42428b_2025.pdf,2025-05-03,Sucesso,
42429b_2025,2025-02-26,Cascavel,América-MG,Olímpico Regional,Copa do Brasil,1595,0,1595,75326.0,96879.0,-21553.0,pdfs\42429b_2025.pdf,2025-05-03,Sucesso,
4242b_2025,2025-02-26,Jequié,Retrô,Waldomiro Borges,Copa do Brasil,1018,0,1018,30540.0,57484.74,-26944.74,pdfs\4242b_2025.pdf,2025-05-03,Sucesso,
42430b_2025,2025-02-26,Votuporanguense,Aparecidense-GO,Arena Plinio Marin,Copa do Brasil,2507,0,2507,41760.0,72457.92,-30697.92,pdfs\42430b_2025.pdf,2025-05-03,Sucesso,
42431b_2025,2025-02-27,Inter de Limeira,Vila Nova,Major José Levy Sobrinho,Copa do Brasil,1409,0,1409,29025.0,79587.81,-50562.81,pdfs\42431b_2025.pdf,2025-05-03,Sucesso,
42432b_2025,2025-02-20,Rio Branco-ES,Amazonas,Kléber Andrade,Copa do Brasil,1804,10606,12410,18660.0,48386.93,-29726.93,pdfs\42432b_2025.pdf,2025-05-03,Sucesso,
42433b_2025,2025-02-18,Tocantinópolis,Atlético Mineiro,Ribeirão,Copa do Brasil,5495,505,6000,291500.0,109841.91,181658.09,pdfs\42433b_2025.pdf,2025-05-03,Sucesso,
42434b_2025,2025-02-19,Independência,Manaus,Arena da Floresta,Copa do Brasil,1829,1171,3000,37620.0,61833.75,-24213.75,pdfs\42434b_2025.pdf,2025-05-03,Sucesso,
42435b_2025,2025-02-19,Trem,Brusque,Zerão,Copa do Brasil,0,0,1735,0.0,45544.0,-45544.0,pdfs\42435b_2025.pdf,2025-05-03,Sucesso,
42436b_2025,2025-02-20,Olaria,ABC,Moça Bonita,Copa do Brasil,603,99,702,11640.0,40332.19,-28692.19,pdfs\42436b_2025.pdf,2025-05-03,Sucesso,
42437b_2025,2025-02-26,Águia de Marabá,Fluminense,Mangueirão,Copa do Brasil,4455,1355,5810,242860.0,187543.2,55316.8,pdfs\42437b_2025.pdf,2025-05-03,Sucesso,
42438b_2025,2025-02-26,Dourados,Caxias,Douradão,Copa do Brasil,1184,0,1184,17585.0,41578.39,-23993.39,pdfs\42438b_2025.pdf,2025-05-03,Sucesso,
42439b_2025,2025-02-25,Operário-MT,Sport Recife,Dutrinha,Copa do Brasil,1511,241,1752,25215.0,40840.83,-15625.83,pdfs\42439b_2025.pdf,2025-05-03,Sucesso,
4243b_2025,2025-02-19,Tuna Luso,Sampaio Corrêa,Francisco Vasques,Copa do Brasil,914,0,914,11585.0,53420.14,-41835.14,pdfs\4243b_2025.pdf,2025-05-03,Sucesso,
42440b_2025,2025-02-27,Rio Branco-ES,Grêmio Novorizontino,Kléber Andrade,Copa do Brasil,7512,11088,18600,86780.0,59452.3,27327.7,pdfs\42440b_2025.pdf,2025-05-03,Sucesso,
42441b_2025,2025-03-12,Atlético Goianiense,Retrô,Antônio Accioly,Copa do Brasil,2492,195,2687,26055.0,34268.82,-8213.82,pdfs\42441b_2025.pdf,2025-05-03,Sucesso,
42442b_2025,2025-03-13,CSA,Tuna Luso,Rei Pelé,Copa do Brasil,6078,1397,7475,115552.0,115725.04,-173.04,pdfs\42442b_2025.pdf,2025-05-03,Sucesso,
42443b_2025,2025-03-05,Nova Iguaçu,Vasco da Gama,Nilton Santos,Copa do Brasil,9351,852,10203,334592.0,689151.43,-354559.43,pdfs\42443b_2025.pdf,2025-05-03,Sucesso,
42444b_2025,2025-03-12,Operário-PR,Tombense,Germano Kruger,Copa do Brasil,3690,0,3690,102405.0,65125.61,37279.39,pdfs\42444b_2025.pdf,2025-05-03,Sucesso,
42445b_2025,2025-03-13,Athletico Paranaense,Guarany de Bagé,Ligga Arena,Copa do Brasil,15675,0,15675,417320.0,336434.77,80885.23,pdfs\42445b_2025.pdf,2025-05-03,Sucesso,
42446b_2025,2025-03-12,Maracanã-CE,Ceilândia,Maracanã,Copa do Brasil,750,0,750,780.0,68886.51,-68106.51,pdfs\42446b_2025.pdf,2025-05-03,Sucesso,
42447b_2025,2025-03-12,Capital-DF,Porto Velho,JK,Copa do Brasil,4423,577,5000,56230.0,67042.08,-10812.08,pdfs\42447b_2025.pdf,2025-05-03,Sucesso,
42448b_2025,2025-03-12,Ceará,Confiança,Arena Castelão,Copa do Brasil,11996,57,12053,83049.0,146612.34,-63563.34,pdfs\42448b_2025.pdf,2025-05-03,Sucesso,
42449b_2025,2025-03-06,Maringá,União,Willie Davids,Copa do Brasil,8060,0,8060,213500.0,235226.16,-21726.16,pdfs\42449b_2025.pdf,2025-05-03,Sucesso,
4244b_2025,2025-02-19,Boavista,CSA,Elcyr Resende,Copa do Brasil,937,250,1187,7120.0,41383.41,-34263.41,pdfs\4244b_2025.pdf,2025-05-03,Sucesso,
42450b_2025,2025-11-03,Botafogo-PB,Concórdia,Almeidão,Copa do Brasil,5231,1012,6243,96522.5,68613.91,27908.59,pdfs\42450b_2025.pdf,2025-05-03,Sucesso,
42451b_2025,2025-03-12,Athletic,Grêmio,Arena Sicredi,Copa do Brasil,3592,8,3600,227850.0,177105.23,50744.77,pdfs\42451b_2025.pdf,2025-05-03,Sucesso,
42452b_2025,2025-03-12,Vitória,Náutico,Manoel Barradas,Copa do Brasil,16754,0,16754,396363.0,324101.24,72261.76,pdfs\42452b_2025.pdf,2025-05-03,Sucesso,
42453b_2025,2025-03-11,Red Bull Bragantino,São José-RS,Nabi Abi Chedid,Copa do Brasil,1760,0,1760,39690.0,106097.64,-66407.64,pdfs\42453b_2025.pdf,2025-05-03,Sucesso,
42454b_2025,2025-03-11,Remo,Criciúma,Mangueirão,Copa do Brasil,14487,3597,18084,743980.0,377786.34,366193.66,pdfs\42454b_2025.pdf,2025-05-03,Sucesso,
42455b_2025,2025-04-03,Aparecidense,Cascavel,Anibal Batista de Toledo,Copa do Brasil,754,0,754,8235.0,28172.79,-19937.79,pdfs\42455b_2025.pdf,2025-05-03,Sucesso,
42456b_2025,2025-03-13,Vila Nova,Rio Branco-ES,Serra Dourada,Copa do Brasil,7465,0,7465,63665.0,65876.95,-2211.95,pdfs\42456b_2025.pdf,2025-05-03,Sucesso,
42457b_2025,2025-03-05,Atlético Mineiro,Manaus,Mineirão,Copa do Brasil,15815,139,15954,655610.65,559581.65,96029.0,pdfs\42457b_2025.pdf,2025-05-03,Sucesso,
42458b_2025,2025-03-06,Olaria,Brusque,Luso Brasileiro,Copa do Brasil,918,99,918,17980.0,43080.02,-25100.02,pdfs\42458b_2025.pdf,2025-05-03,Sucesso,
